Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_22	-636.79	1281.58	809.99	311.39	0.5066,0.4196,0.1757,1.6879
sym_mig	Round_3_Replicate_23	-631.12	1270.24	729.25	366.03	0.4532,0.3939,0.174,0.7668
sym_mig	Round_3_Replicate_24	-625.38	1258.76	760.11	376.52	0.4234,0.3654,0.1819,0.9017
sym_mig	Round_3_Replicate_25	-634.84	1277.68	786.76	310.26	0.5349,0.4244,0.1802,1.5668
sym_mig	Round_3_Replicate_26	-660.8	1329.6	892.03	573.16	0.2271,0.1852,0.532,1.0938
sym_mig	Round_3_Replicate_27	-630.93	1269.86	746.39	378.27	0.3926,0.4052,0.1424,0.7124
sym_mig	Round_3_Replicate_28	-640.5	1289.0	764.38	351.12	0.5091,0.411,0.1225,0.7159
sym_mig	Round_3_Replicate_29	-648.19	1304.38	769.3	328.53	0.5716,0.4174,0.1836,0.9859
sym_mig	Round_3_Replicate_30	-633.48	1274.96	794.37	319.38	0.5176,0.4269,0.1561,1.3659
sym_mig	Round_3_Replicate_31	-633.05	1274.1	759.44	313.43	0.5518,0.4531,0.1523,1.227
sym_mig	Round_3_Replicate_32	-616.41	1240.82	738.66	419.19	0.3725,0.3157,0.1786,0.5959
sym_mig	Round_3_Replicate_33	-612.7	1233.4	750.11	491.84	0.2827,0.2435,0.2841,0.5162
sym_mig	Round_3_Replicate_34	-630.8	1269.6	762.94	335.12	0.5175,0.4178,0.1527,1.0406
sym_mig	Round_3_Replicate_35	-610.65	1229.3	738.63	469.29	0.3081,0.2615,0.2421,0.516
sym_mig	Round_3_Replicate_36	-613.7	1235.4	776.06	445.37	0.3339,0.2865,0.1571,0.5336
sym_mig	Round_3_Replicate_37	-627.48	1262.96	759.48	360.76	0.448,0.3849,0.1784,0.9921
sym_mig	Round_3_Replicate_38	-628.69	1265.38	776.11	357.67	0.4848,0.3823,0.1461,0.8777
sym_mig	Round_3_Replicate_39	-613.16	1234.32	739.17	447.26	0.3278,0.2883,0.2148,0.5749
sym_mig	Round_3_Replicate_40	-626.52	1261.04	745.62	387.4	0.4165,0.367,0.1337,0.6154
sym_mig	Round_3_Replicate_41	-628.89	1265.78	788.36	359.16	0.4689,0.373,0.1624,0.9916
sym_mig	Round_3_Replicate_42	-642.93	1293.86	818.94	307.29	0.6244,0.4439,0.1152,1.1293
sym_mig	Round_3_Replicate_43	-645.96	1299.92	838.84	383.22	0.3777,0.307,0.2907,1.6647
sym_mig	Round_3_Replicate_44	-637.73	1283.46	806.89	335.41	0.5561,0.3799,0.1631,1.0939
sym_mig	Round_3_Replicate_45	-627.89	1263.78	803.99	397.53	0.3848,0.3581,0.1149,0.6465
sym_mig	Round_3_Replicate_46	-660.18	1328.36	838.99	292.72	0.6621,0.5211,0.0782,0.9962
sym_mig	Round_3_Replicate_47	-653.55	1315.1	835.38	402.98	0.3176,0.311,0.3142,1.6773
sym_mig	Round_3_Replicate_48	-626.34	1260.68	741.9	372.27	0.4401,0.3851,0.1493,0.7377
sym_mig	Round_3_Replicate_49	-604.82	1217.64	751.42	487.13	0.278,0.248,0.1841,0.4229
sym_mig	Round_3_Replicate_50	-691.17	1390.34	877.02	347.56	0.5852,0.3919,0.1102,0.5751
