Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_41	-596.03	1200.06	781.78	665.27	0.1028,0.0986,0.1787,0.1187
sym_mig	Round_3_Replicate_42	-594.89	1197.78	781.45	655.49	0.1123,0.1019,0.1941,0.1258
sym_mig	Round_3_Replicate_43	-603.46	1214.92	829.97	593.97	0.1567,0.1451,0.0604,0.1798
sym_mig	Round_3_Replicate_44	-597.36	1202.72	789.28	661.51	0.1036,0.1001,0.1413,0.119
sym_mig	Round_3_Replicate_45	-596.26	1200.52	757.86	548.03	0.2093,0.1863,0.1608,0.2641
sym_mig	Round_3_Replicate_46	-596.84	1201.68	789.45	650.02	0.112,0.105,0.1299,0.1256
sym_mig	Round_3_Replicate_47	-592.26	1192.52	757.32	621.2	0.1392,0.1287,0.195,0.1642
sym_mig	Round_3_Replicate_48	-596.19	1200.38	794.21	664.79	0.1053,0.0974,0.1706,0.1196
sym_mig	Round_3_Replicate_49	-597.44	1202.88	797.67	578.65	0.1812,0.164,0.141,0.2316
sym_mig	Round_3_Replicate_50	-593.98	1195.96	759.01	597.64	0.1556,0.1487,0.1565,0.1902
